i_id,商品名称,缺失字段,缺失原因,建议补充问题,优先级
YH02K10B01S06,落地式兔子萝卜篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K10B02S06,落地式兔子萝卜篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K10B02S06,落地式兔子萝卜篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K10B02S06,落地式兔子萝卜篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K10B02S06,落地式兔子萝卜篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K10B02S06,落地式兔子萝卜篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K10B02S06,落地式兔子萝卜篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K10B02S06,落地式兔子萝卜篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K10B03S06,落地式兔子萝卜篮球架,main_image,API数据中该字段为空,请上传商品主图,M
YH02K10B03S06,落地式兔子萝卜篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K10B03S06,落地式兔子萝卜篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K10B03S06,落地式兔子萝卜篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K10B03S06,落地式兔子萝卜篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K10B03S06,落地式兔子萝卜篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K10B03S06,落地式兔子萝卜篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K10B03S06,落地式兔子萝卜篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K11,壁挂式小狮子篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K11B02S06,壁挂式小狮子篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K11B02S06,壁挂式小狮子篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K11B02S06,壁挂式小狮子篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K11B02S06,壁挂式小狮子篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K11B02S06,壁挂式小狮子篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K11B02S06,壁挂式小狮子篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K11B02S06,壁挂式小狮子篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K11B02S07,壁挂式小狮子篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K11B02S07,壁挂式小狮子篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K11B02S07,壁挂式小狮子篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K11B02S07,壁挂式小狮子篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K11B02S07,壁挂式小狮子篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K11B02S07,壁挂式小狮子篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K11B02S07,壁挂式小狮子篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K11B02S12,壁挂式小狮子篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K11B02S12,壁挂式小狮子篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K11B02S12,壁挂式小狮子篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K11B02S12,壁挂式小狮子篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K11B02S12,壁挂式小狮子篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K11B02S12,壁挂式小狮子篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K11B02S12,壁挂式小狮子篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K12,落地式蛋糕篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K12B01S04,落地式蛋糕篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K12B01S04,落地式蛋糕篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K12B01S04,落地式蛋糕篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K12B01S04,落地式蛋糕篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K12B01S04,落地式蛋糕篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K12B01S04,落地式蛋糕篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K12B01S04,落地式蛋糕篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K12B01S05,落地式蛋糕篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K12B01S05,落地式蛋糕篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K12B01S05,落地式蛋糕篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K12B01S05,落地式蛋糕篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K12B01S05,落地式蛋糕篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K12B01S05,落地式蛋糕篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K12B01S05,落地式蛋糕篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K12B01S12,落地式蛋糕篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K12B01S12,落地式蛋糕篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K12B01S12,落地式蛋糕篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K12B01S12,落地式蛋糕篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K12B01S12,落地式蛋糕篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K12B01S12,落地式蛋糕篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K12B01S12,落地式蛋糕篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K12B02S04,落地式蛋糕篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K12B02S04,落地式蛋糕篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K12B02S04,落地式蛋糕篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K12B02S04,落地式蛋糕篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K12B02S04,落地式蛋糕篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K12B02S04,落地式蛋糕篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K12B02S04,落地式蛋糕篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K12B02S05,落地式蛋糕篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K12B02S05,落地式蛋糕篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K12B02S05,落地式蛋糕篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K12B02S05,落地式蛋糕篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K12B02S05,落地式蛋糕篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K12B02S05,落地式蛋糕篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K12B02S05,落地式蛋糕篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K12B02S12,落地式蛋糕篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K12B02S12,落地式蛋糕篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K12B02S12,落地式蛋糕篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K12B02S12,落地式蛋糕篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K12B02S12,落地式蛋糕篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K12B02S12,落地式蛋糕篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K12B02S12,落地式蛋糕篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K12B03S13,落地式蛋糕篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K12B03S13,落地式蛋糕篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K12B03S13,落地式蛋糕篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K12B03S13,落地式蛋糕篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K12B03S13,落地式蛋糕篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K12B03S13,落地式蛋糕篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K12B03S13,落地式蛋糕篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K12S04S04,落地式蛋糕篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K12S04S04,落地式蛋糕篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K12S04S04,落地式蛋糕篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K12S04S04,落地式蛋糕篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K12S04S04,落地式蛋糕篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K12S04S04,落地式蛋糕篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K12S04S04,落地式蛋糕篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K12S04S05,落地式蛋糕篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K12S04S05,落地式蛋糕篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K12S04S05,落地式蛋糕篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K12S04S05,落地式蛋糕篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K12S04S05,落地式蛋糕篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K12S04S05,落地式蛋糕篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K12S04S05,落地式蛋糕篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K12S04S13,落地式蛋糕篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K12S04S13,落地式蛋糕篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K12S04S13,落地式蛋糕篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K12S04S13,落地式蛋糕篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K12S04S13,落地式蛋糕篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K12S04S13,落地式蛋糕篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K12S04S13,落地式蛋糕篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K13,落地式咕咕鸡篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K13B01S06,落地式咕咕鸡篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K13B01S06,落地式咕咕鸡篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K13B01S06,落地式咕咕鸡篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K13B01S06,落地式咕咕鸡篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K13B01S06,落地式咕咕鸡篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K13B01S06,落地式咕咕鸡篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K13B01S06,落地式咕咕鸡篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K13B02S06,落地式咕咕鸡篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K13B02S06,落地式咕咕鸡篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K13B02S06,落地式咕咕鸡篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K13B02S06,落地式咕咕鸡篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K13B02S06,落地式咕咕鸡篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K13B02S06,落地式咕咕鸡篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K13B02S06,落地式咕咕鸡篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K13B03S06,落地式咕咕鸡篮球架,main_image,API数据中该字段为空,请上传商品主图,M
YH02K13B03S06,落地式咕咕鸡篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K13B03S06,落地式咕咕鸡篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K13B03S06,落地式咕咕鸡篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K13B03S06,落地式咕咕鸡篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K13B03S06,落地式咕咕鸡篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K13B03S06,落地式咕咕鸡篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K13B03S06,落地式咕咕鸡篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K14,落地式星球漫步篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K14B01S05,落地式星球漫步篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K14B01S05,落地式星球漫步篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K14B01S05,落地式星球漫步篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K14B01S05,落地式星球漫步篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K14B01S05,落地式星球漫步篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K14B01S05,落地式星球漫步篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K14B01S05,落地式星球漫步篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K14B02S05,落地式星球漫步篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K14B02S05,落地式星球漫步篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K14B02S05,落地式星球漫步篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K14B02S05,落地式星球漫步篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K14B02S05,落地式星球漫步篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K14B02S05,落地式星球漫步篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K14B02S05,落地式星球漫步篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K14B03S05,落地式星球漫步篮球架,main_image,API数据中该字段为空,请上传商品主图,M
YH02K14B03S05,落地式星球漫步篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K14B03S05,落地式星球漫步篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K14B03S05,落地式星球漫步篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K14B03S05,落地式星球漫步篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K14B03S05,落地式星球漫步篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K14B03S05,落地式星球漫步篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K14B03S05,落地式星球漫步篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K15,壁挂式方形篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K15,壁挂式方形篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K15B02S03,壁挂式方形篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K15B02S03,壁挂式方形篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K15B02S03,壁挂式方形篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K15B02S03,壁挂式方形篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K15B02S03,壁挂式方形篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K15B02S03,壁挂式方形篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K15B02S03,壁挂式方形篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K15B02S06,壁挂式方形篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K15B02S06,壁挂式方形篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K15B02S06,壁挂式方形篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K15B02S06,壁挂式方形篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K15B02S06,壁挂式方形篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K15B02S06,壁挂式方形篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K15B02S06,壁挂式方形篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K15B02S12,壁挂式方形篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K15B02S12,壁挂式方形篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K15B02S12,壁挂式方形篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K15B02S12,壁挂式方形篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K15B02S12,壁挂式方形篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K15B02S12,壁挂式方形篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K15B02S12,壁挂式方形篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K16,海星篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K16,海星篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K16B02S05,海星UFO款篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K16B02S05,海星UFO款篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K16B02S05,海星UFO款篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K16B02S05,海星UFO款篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K16B02S05,海星UFO款篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K16B02S05,海星UFO款篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K16B02S05,海星UFO款篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K17,海星篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K17,海星篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K17B02S05,海星星球款月球兔篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K17B02S05,海星星球款月球兔篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K17B02S05,海星星球款月球兔篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K17B02S05,海星星球款月球兔篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K17B02S05,海星星球款月球兔篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K17B02S05,海星星球款月球兔篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K17B02S05,海星星球款月球兔篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K18,海星篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K18,海星篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K18B02S11,海星咕咕鸡款篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K18B02S11,海星咕咕鸡款篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K18B02S11,海星咕咕鸡款篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K18B02S11,海星咕咕鸡款篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K18B02S11,海星咕咕鸡款篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K18B02S11,海星咕咕鸡款篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K18B02S11,海星咕咕鸡款篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K19,海星篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K19,海星篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K19B02S06,海星萌兔款篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K19B02S06,海星萌兔款篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K19B02S06,海星萌兔款篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K19B02S06,海星萌兔款篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K19B02S06,海星萌兔款篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K19B02S06,海星萌兔款篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K19B02S06,海星萌兔款篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K20,海星篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K20,海星篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K20B02S10,海星狐狸款篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K20B02S10,海星狐狸款篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K20B02S10,海星狐狸款篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K20B02S10,海星狐狸款篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K20B02S10,海星狐狸款篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K20B02S10,海星狐狸款篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K20B02S10,海星狐狸款篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K22,海星篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K22,海星篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K22B02S04,海星蛋糕款篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K22B02S04,海星蛋糕款篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K22B02S04,海星蛋糕款篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K22B02S04,海星蛋糕款篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K22B02S04,海星蛋糕款篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K22B02S04,海星蛋糕款篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K22B02S04,海星蛋糕款篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K22B02S05,海星蛋糕款篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K22B02S05,海星蛋糕款篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K22B02S05,海星蛋糕款篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K22B02S05,海星蛋糕款篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K22B02S05,海星蛋糕款篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K22B02S05,海星蛋糕款篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K22B02S05,海星蛋糕款篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K23,黏贴式星星篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K23B01S06,黏贴式星星篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K23B01S06,黏贴式星星篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K23B01S06,黏贴式星星篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K23B01S06,黏贴式星星篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K23B01S06,黏贴式星星篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K23B01S06,黏贴式星星篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K23B01S06,黏贴式星星篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K23B01S11,黏贴式星星篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K23B01S11,黏贴式星星篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K23B01S11,黏贴式星星篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K23B01S11,黏贴式星星篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K23B01S11,黏贴式星星篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K23B01S11,黏贴式星星篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K23B01S11,黏贴式星星篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K23B02S06,黏贴式星星篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K23B02S06,黏贴式星星篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K23B02S06,黏贴式星星篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K23B02S06,黏贴式星星篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K23B02S06,黏贴式星星篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K23B02S06,黏贴式星星篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K23B02S06,黏贴式星星篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K23B02S11,黏贴式星星篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K23B02S11,黏贴式星星篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K23B02S11,黏贴式星星篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K23B02S11,黏贴式星星篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
YH02K23B02S11,黏贴式星星篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K23B02S11,黏贴式星星篮球架,weight,API数据中该字段为空,请补充商品重量,L
YH02K23B02S11,黏贴式星星篮球架,color,API数据中该字段为空,请补充商品颜色信息,L
YH02K24,黏贴式乖乖兔篮球架,material,API数据中该字段为空,请补充商品材质信息,L
YH02K24B01S06,黏贴式乖乖兔篮球架,sku_list,API数据中该字段为空,请确认该商品是否有SKU，或标记为已下架,H
YH02K24B01S06,黏贴式乖乖兔篮球架,price,API数据中该字段为空,请补充成本价或售价,M
YH02K24B01S06,黏贴式乖乖兔篮球架,stock,API数据中该字段为空,请确认库存数据是否需要同步,M
YH02K24B01S06,黏贴式乖乖兔篮球架,properties_value,API数据中该字段为空,请补充SKU规格属性（颜色、尺寸等）,M
